MitocartaID	MitocartaGene	UniprotNameMatches	UniprotBlastID	UniprotBlastName	BlastIdentity	BlastIdentityNoGaps	BlastCoverage
NP_000627	SOD2	0	P04179	SODM	1	1	1
NP_000628	GSR	0	P00390	GSHR	1	1	1
NP_000648	BCL2	1	P10415	BCL2	1	1	0.951219512195122
NP_000654	ABAT	0	P80404	GABT	1	1	1
NP_000679	ALAS1	0	P13196	HEM1	1	1	1
NP_000681	ALDH2	1	P05091	ALDH2	1	1	1
NP_000683	ALDH1B1	0	P30837	AL1B1	1	1	1
NP_000687	ALDH9A1	0	P49189	AL9A1	1	1	0.953667953667954
NP_000700	BCKDHA	0	P12694	ODBA	1	1	1
NP_000705	TSPO	1	P30536	TSPO	1	1	1
NP_000745	COMT	1	P21964	COMT	1	1	1
NP_000746	CRAT	0	P43155	CACP	0.998402555910543	0.998402555910543	1
NP_000772	CYP11A1	0	P05108	CP11A	1	1	1
NP_000773	CYP24A1	0	Q07973	CP24A	1	1	1
NP_000775	CYP27A1	0	Q02318	CP27A	1	1	1
NP_000776	CYP27B1	0	O15528	CP27B	1	1	1
NP_000849	GUK1	0	Q16774	KGUA	1	1	1
NP_000889	MAOB	0	P27338	AOFB	1	1	1
NP_000911	PC	0	P11498	PYC	1	1	1
NP_000916	PDHB	0	P11177	ODPB	1	1	1
NP_001001503	NDUFV3	0	P56181	NDUV3	1	1	1
NP_001001563	TIMM50	0	Q3ZCQ8	TIM50	1	1	0.774122807017544
NP_001001660	ETFRF1	0	Q6IPR1	ETFR1	1	1	1
NP_001001790	TOMM5	0	Q8N4H5	TOM5	1	1	1
NP_001001795	C8orf82	0	Q6P1X6	CH082	1	1	1
NP_001001935	ATP5F1A	0	P25705	ATPA	1	1	1
NP_001001937	ATP5F1A	0	P25705	ATPA	1	1	1
NP_001001973	ATP5F1C	0	P36542	ATPG	1	1	1
NP_001001975	ATP5F1D	0	P30049	ATPD	1	1	1
NP_001002019	PUS1	0	Q9Y606	TRUA	1	1	1
NP_001002020	PUS1	0	Q9Y606	TRUA	1	1	1
NP_001002027	ATP5MC1	0	P05496	AT5G1	1	1	1
NP_001002030	ECHDC1	0	Q9NTX5	ECHD1	1	1	1
NP_001002031	ATP5MC2	0	Q06055	AT5G2	1	1	0.898089171974522
NP_001002258	ATP5MC3	0	P48201	AT5G3	1	1	1
NP_001002755	NFU1	1	Q9UMS0	NFU1	1	1	1
NP_001002756	NFU1	1	Q9UMS0	NFU1	1	1	1
NP_001002913	PTRH1	0	Q86Y79	PTH	1	1	1
NP_001003684	UQCR10	0	Q9UDW1	QCR9	1	1	0.806451612903226
NP_001003696	ATP5PF	0	P18859	ATP5J	1	1	1
NP_001003697	ATP5PF	0	P18859	ATP5J	1	1	1
NP_001003701	ATP5PF	0	P18859	ATP5J	1	1	0.931034482758621
NP_001003703	ATP5PF	0	P18859	ATP5J	1	1	1
NP_001003704	MTFP1	1	Q9UDX5	MTFP1	1	1	0.488888888888889
NP_001003713	ATP5MF	0	P56134	ATPK	0.936170212765957	1	1
NP_001003714	ATP5MF	0	P56134	ATPK	0.94	0.94	0.909090909090909
NP_001003785	ATP5PD	0	O75947	ATP5H	0.850931677018634	1	1
NP_001003803	DMAC2L	0	Q99766	ATP5S	1	1	1
NP_001003805	DMAC2L	0	Q99766	ATP5S	1	1	0.952755905511811
NP_001003941	OGDH	0	Q02218	ODO1	1	1	0.943793911007026
NP_001005353	AK4	0	P27144	KAD4	1	1	1
NP_001005369	MTIF2	0	P46199	IF2M	1	1	1
NP_001005783	HAO2	0	Q9NYQ3	HAOX2	1	1	1
NP_001006114	YBEY	1	P58557	YBEY	0.982758620689655	0.982758620689655	0.958677685950413
NP_001006642	SLC25A25	0	Q6KCM7	SCMC2	1	1	0.829025844930418
NP_001006643	SLC25A25	0	Q6KCM7	SCMC2	0.992857142857143	0.992857142857143	0.858895705521472
NP_001007099	SCP2	1	P22307	SCP2	0.868852459016393	0.987577639751553	1
NP_001007100	SCP2	1	P22307	SCP2	1	1	1
NP_001007101	SCP2	1	P22307	SCP2	0.979020979020979	1	1
NP_001007251	SCP2	1	P22307	SCP2	1	1	0.559322033898305
NP_001008216	COA5	1	Q86WW8	COA5	1	1	1
NP_001008661	KYAT3	0	Q6YP21	KAT3	1	1	1
NP_001008662	KYAT3	0	Q6YP21	KAT3	1	1	1
NP_001009185	ACSL6	1	Q9UKU0	ACSL6	1	1	0.965373961218837
NP_001009584	ARMCX6	0	Q7L4S7	ARMX6	1	1	1
NP_001009814	VWA8	1	A3KMH1	VWA8	1	1	1
NP_001010845	ACSM2A	0	Q08AH3	ACS2A	0.998266897746967	0.998266897746967	1
NP_001010867	IBA57	0	Q5T440	CAF17	1	1	1
NP_001010875	SLC25A30	0	Q5SVS4	KMCP1	1	1	1
NP_001010891	MTX3	1	Q5HYI7	MTX3	1	1	0.991935483870968
NP_001011667	CHCHD7	0	Q9BUK0	CHCH7	1	1	0.222222222222222
NP_001011668	CHCHD7	0	Q9BUK0	CHCH7	1	1	0.772727272727273
NP_001011669	CHCHD7	0	Q9BUK0	CHCH7	1	1	0.264705882352941
NP_001011670	CHCHD7	0	Q9BUK0	CHCH7	1	1	0.321428571428571
NP_001011671	CHCHD7	0	Q9BUK0	CHCH7	1	1	1
NP_001011700	MCCD1	1	P59942	MCCD1	1	1	1
NP_001012533	FECH	0	P22830	HEMH	0.986013986013986	1	1
NP_001012773	SLC25A53	0	Q5H9E4	S2553	1	1	1
NP_001013003	COA6	1	Q5JTJ3	COA6	1	1	1
NP_001013454	MPST	0	P25325	THTM	1	1	1
NP_001014446	OCIAD2	0	Q56VL3	OCAD2	1	1	1
NP_001014763	ETFB	1	P38117	ETFB	0.99163179916318	0.99163179916318	0.690751445086705
NP_001014811	ME3	0	Q16798	MAON	1	1	1
NP_001014990	MRPL22	0	Q9NWU5	RM22	1	1	1
NP_001015001	CKMT1A	0	P12532	KCRU	1	1	1
NP_001017423	ALDH18A1	0	P54886	P5CS	0.99748427672956	1	1
NP_001017524	SIRT3	0	Q9NTG7	SIR3	1	1	1
NP_001017928	CCDC58	0	Q4VC31	MIX23	1	1	1
NP_001017989	OPA3	1	Q9H6K4	OPA3	0.773480662983425	0.786516853932584	1
NP_001018024	CMC4	1	P56277	CMC4	1	1	1
NP_001018070	AIFM3	1	Q96NN9	AIFM3	0.988429752066116	1	1
NP_001018083	PCK2	0	Q16822	PCKGM	0.997572815533981	0.997572815533981	0.934240362811791
NP_001018088	FPGS	0	Q05932	FOLC	1	1	1
NP_001018114	FAHD1	1	Q6P587	FAHD1	1	1	0.854838709677419
NP_001019636	SOD2	0	P04179	SODM	1	1	1
NP_001019637	SOD2	0	P04179	SODM	0.824324324324324	1	1
NP_001019903	MECR	1	Q9BV79	MECR	0.996632996632997	0.996632996632997	1
NP_001020419	DUT	1	P33316	DUT	1	1	1
NP_001020420	DUT	1	P33316	DUT	1	1	1
NP_001021384	CYP11B1	0	P15538	C11B1	0.862823061630219	0.993135011441648	1
NP_001025010	TCAIM	1	Q8N3R3	TCAIM	0.888888888888889	0.888888888888889	0.9
NP_001025011	TCAIM	1	Q8N3R3	TCAIM	0.888888888888889	0.888888888888889	0.9
NP_001025162	METTL17	0	Q9H7H0	MET17	1	1	0.882845188284519
NP_001026788	COX19	1	Q49B96	COX19	1	1	1
NP_001026847	RAB24	1	Q969Q5	RAB24	1	1	1
NP_001026849	MSRB3	1	Q8IXL7	MSRB3	1	1	0.87027027027027
NP_001026871	NT5DC3	0	Q86UY8	NT5D3	1	1	1
NP_001026883	MCUR1	1	Q96AQ8	MCUR1	1	1	1
NP_001026904	FDX2	1	Q6P4F2	FDX2	1	1	1
NP_001026976	ALDH3A2	0	P51648	AL3A2	1	1	0.946850393700787
NP_001027017	CPT1A	1	P50416	CPT1A	1	1	0.985449735449735
NP_001027535	MICOS10	0	Q5TGZ0	MIC10	1	1	1
NP_001027558	SUOX	1	P51687	SUOX	1	1	1
NP_001027559	SUOX	1	P51687	SUOX	1	1	1
NP_001028222	MTERF2	0	Q49AM1	MTEF2	1	1	1
NP_001028260	NGRN	1	Q9NPE2	NGRN	1	1	1
NP_001028738	RHOT1	0	Q8IXI2	MIRO1	0.937784522003035	1	1
NP_001028739	RHOT1	0	Q8IXI2	MIRO1	1	1	1
NP_001028740	RHOT1	0	Q8IXI2	MIRO1	1	1	0.839363241678726
NP_001028752	MYO19	1	Q96H55	MYO19	1	1	0.943217665615142
NP_001028755	ACOT9	1	Q9Y305	ACOT9	1	1	1
NP_001029031	ACADVL	0	P49748	ACADV	0.966412213740458	1	1
NP_001029344	SLC25A52	0	Q3SY17	S2552	1	1	0.96742671009772
NP_001029345	ALDH1L2	0	Q3SY69	AL1L2	1	1	1
NP_001030582	BOLA3	1	Q53S33	BOLA3	1	1	0.564356435643564
NP_001030588	SDHC	0	Q99643	C560	0.98780487804878	0.98780487804878	0.546666666666667
NP_001030589	SDHC	0	Q99643	C560	0.798816568047337	1	1
NP_001030590	SDHC	0	Q99643	C560	0.982142857142857	0.982142857142857	0.96551724137931
NP_001032248	ACOT9	1	Q9Y305	ACOT9	0.979910714285714	1	1
NP_001032367	BCO2	0	Q9BYV7	BCDO2	0.996330275229358	0.996330275229358	1
NP_001032626	PHYH	0	O14832	PAHX	1	1	1
NP_001032728	PARL	1	Q9H300	PARL	0.865435356200528	0.996960486322188	1
NP_001032900	HSD17B10	0	Q99714	HCD2	0.96551724137931	1	1
NP_001033056	ALAS2	0	P22557	HEM0	0.936967632027257	1	1
NP_001033057	ALAS2	0	P22557	HEM0	0.936967632027257	1	0.958188153310105
NP_001034267	ATP5MF	0	P56134	ATPK	0.82	0.931818181818182	0.897959183673469
NP_001034444	SLC25A29	0	Q8N8R3	MCATL	1	1	1
NP_001034464	NDUFAF5	0	Q5TEU4	NDUF5	0.863768115942029	0.94006309148265	1
NP_001034672	PICK1	1	Q9NRD5	PICK1	1	1	1
NP_001034673	PICK1	1	Q9NRD5	PICK1	1	1	1
NP_001034931	OXLD1	1	Q5BKU9	OXLD1	1	1	1
NP_001034936	GPX4	1	P36969	GPX4	1	1	0.740088105726872
NP_001034937	GPX4	1	P36969	GPX4	1	1	0.722222222222222
NP_001035282	DNAJC28	0	Q9NX36	DJC28	1	1	1
NP_001035517	HAGH	0	Q16775	GLO2	1	1	1
NP_001035521	COA3	1	Q9Y2R0	COA3	1	1	1
NP_001035526	YARS2	0	Q9Y2Z4	SYYM	1	1	1
NP_001035703	TMEM70	0	Q9BUB7	TMM70	1	1	0.990654205607477
NP_001035806	PC	0	P11498	PYC	1	1	1
NP_001035808	GDAP1	1	Q8TB36	GDAP1	1	1	1
NP_001035844	PREPL	0	Q4J6C6	PPCEL	0.8	0.882175226586103	1
NP_001035845	PREPL	0	Q4J6C6	PPCEL	1	1	0.582450832072617
NP_001035958	SMIM8	1	Q96KF7	SMIM8	1	1	1
NP_001035994	COASY	1	Q13057	COASY	1	1	1
NP_001035997	COASY	1	Q13057	COASY	1	1	0.951096121416526
NP_001036011	ATPAF1	0	Q5TC12	ATPF1	0.731707317073171	0.923076923076923	0.918727915194346
NP_001036096	SDHAF1	0	A6NFY7	SDHF1	0.991304347826087	0.991304347826087	1
NP_001036182	GTPBP10	0	A4D1E9	GTPBA	0.863157894736842	0.897810218978102	0.892857142857143
NP_001036694	CSKMT	1	A8MUP2	CSKMT	1	1	1
NP_001041636	MUTYH	1	Q9UIF7	MUTYH	0.97985347985348	1	1
NP_001041637	MUTYH	1	Q9UIF7	MUTYH	0.981203007518797	1	1
NP_001041638	MUTYH	1	Q9UIF7	MUTYH	0.979323308270677	1	1
NP_001041639	MUTYH	1	Q9UIF7	MUTYH	0.979323308270677	1	1
NP_001068566	MOCS1	1	Q9NZB8	MOCS1	1	1	0.994805194805195
NP_001070148	LYRM9	1	A8MSI8	LYRM9	1	1	1
NP_001070709	SLC25A45	0	Q8N413	S2545	1	1	1
NP_001070867	PNKD	1	Q8N490	PNKD	0.801980198019802	0.801980198019802	0.711267605633803
NP_001071	ALDH5A1	0	P51649	SSDH	1	1	1
NP_001072992	PAICS	0	P22234	PUR6	1	1	1
NP_001072993	PAICS	0	P22234	PUR6	0.981481481481482	0.997647058823529	1
NP_001073308	OCIAD1	0	Q9NX40	OCAD1	1	1	1
NP_001073309	OCIAD1	0	Q9NX40	OCAD1	0.791836734693877	1	1
NP_001073310	OCIAD1	0	Q9NX40	OCAD1	1	1	0.978609625668449
NP_001073311	OCIAD1	0	Q9NX40	OCAD1	0.791836734693877	1	1
NP_001073331	DBI	0	P07108	ACBP	1	1	1
NP_001073332	DBI	0	P07108	ACBP	1	1	0.954545454545455
NP_001073335	BCS1L	0	Q9Y276	BCS1	1	1	1
NP_001073593	CASP8	1	Q14790	CASP8	0.968684759916493	1	1
NP_001073594	CASP8	1	Q14790	CASP8	1	1	0.890334572490706
NP_001073918	DNA2	1	P51530	DNA2	1	1	1
NP_001073923	ACSM4	1	P0C7M7	ACSM4	1	1	1
NP_001074318	DNLZ	1	Q5SXM8	DNLZ	1	1	1
NP_001075029	DMPK	1	Q09013	DMPK	0.992050874403816	1	1
NP_001075031	DMPK	1	Q09013	DMPK	0.989090909090909	0.998165137614679	0.872
NP_001075032	DMPK	1	Q09013	DMPK	1	1	0.901408450704225
NP_001076581	GPD2	0	P43304	GPDM	1	1	1
NP_001077083	EARS2	0	Q5JPH6	SYEM	1	1	1
NP_001077415	NDUFAF7	0	Q7L592	NDUF7	0.97737556561086	0.97737556561086	0.644314868804665
NP_001077432	TDRKH	1	Q9Y2W6	TDRKH	1	1	1
NP_001077433	TDRKH	1	Q9Y2W6	TDRKH	0.919786096256685	1	1
NP_001077434	TDRKH	1	Q9Y2W6	TDRKH	1	1	1
NP_001078841	UQCC3	1	Q6UW78	UQCC3	1	1	1
NP_001078880	NADK2	0	Q4G0N4	NAKD2	1	1	1
NP_001079990	NDUFAF8	0	A1L188	NDUF8	1	1	1
NP_001084	ACACB	1	O00763	ACACB	1	1	1
NP_001087	ACLY	1	P53396	ACLY	1	1	1
NP_001087240	TXNRD1	0	Q16881	TRXR1	1	1	1
NP_001089	ACO2	0	Q99798	ACON	1	1	1
NP_001091947	GRSF1	1	Q12849	GRSF1	1	1	1
NP_001091972	CHCHD4	0	Q8N4Q1	MIA40	1	1	1
NP_001091990	HTATIP2	0	Q9BUP3	HTAI2	1	1	0.876811594202899
NP_001091991	HTATIP2	0	Q9BUP3	HTAI2	1	1	1
NP_001091992	HTATIP2	0	Q9BUP3	HTAI2	1	1	1
NP_001091993	HTATIP2	0	Q9BUP3	HTAI2	1	1	0.759398496240602
NP_001092271	FAM210A	0	Q96ND0	F210A	1	1	1
NP_001092756	MTFR2	1	Q6P444	MTFR2	1	1	1
NP_001092807	COQ10A	0	Q96MF6	CQ10A	1	1	0.93953488372093
NP_001093095	MTFR1L	0	Q9H019	MFR1L	1	1	1
NP_001093096	MTFR1L	0	Q9H019	MFR1L	1	1	1
NP_001093097	MTFR1L	0	Q9H019	MFR1L	0.980392156862745	0.980392156862745	0.746341463414634
NP_001093138	HIGD1A	0	Q9Y241	HIG1A	1	1	0.869158878504673
NP_001093139	HIGD1A	0	Q9Y241	HIG1A	1	1	1
NP_001093205	CKMT2	0	P17540	KCRS	1	1	1
NP_001093206	CKMT2	0	P17540	KCRS	1	1	1
NP_001093243	CYP11A1	0	P05108	CP11A	1	1	1
NP_001093639	IMMT	0	Q16891	MIC60	0.99868073878628	1	1
NP_001093640	IMMT	0	Q16891	MIC60	0.985488126649076	1	1
NP_001095132	NRDC	1	O43847	NRDC	1	1	1
NP_001095836	DGLUCY	0	Q7Z3D6	GLUCM	1	1	1
NP_001095837	DGLUCY	0	Q7Z3D6	GLUCM	1	1	1
NP_001095838	DGLUCY	0	Q7Z3D6	GLUCM	0.99194847020934	1	1
NP_001095839	DGLUCY	0	Q7Z3D6	GLUCM	0.915584415584416	1	1
NP_001098117	SLC25A36	0	Q96CQ1	S2536	1	1	1
NP_001098539	ACSM2B	0	Q68CK6	ACS2B	1	1	1
NP_001098668	TMEM177	0	Q53S58	TM177	1	1	1
NP_001098669	TMEM177	0	Q53S58	TM177	1	1	1
NP_001099014	ECHDC1	0	Q9NTX5	ECHD1	1	1	1
NP_001099015	ECHDC1	0	Q9NTX5	ECHD1	0.903846153846154	0.903846153846154	0.742857142857143
NP_001099040	NUDT19	0	A8MXV4	NUD19	1	1	1
NP_001103408	C6orf136	0	Q5SQH8	CF136	1	1	1
NP_001106676	TSTD1	1	Q8NFU3	TSTD1	1	1	0.908256880733945
NP_001106677	TSTD1	1	Q8NFU3	TSTD1	1	1	0.959459459459459
NP_001106678	TSTD1	1	Q8NFU3	TSTD1	1	1	1
NP_001107000	METTL15	0	A6NJ78	MET15	1	1	1
NP_001107656	MTRF1L	0	Q9UGC7	RF1ML	1	1	0.988929889298893
NP_001108207	BCL2A1	0	Q16548	B2LA1	1	1	0.858895705521472
NP_001116080	HCCS	0	P53701	CCHL	1	1	1
NP_001116105	CPS1	0	P31327	CPSM	1	1	0.99601593625498
NP_001116106	CPS1	0	P31327	CPSM	1	1	1
NP_001116146	ABCD3	1	P28288	ABCD3	1	1	0.966101694915254
NP_001116236	PPOX	1	P50336	PPOX	1	1	1
NP_001116429	BCKDK	0	O14874	BCKD	1	1	1
NP_001116698	MTO1	1	Q9Y2Z2	MTO1	0.914134742404227	1	1
NP_001116849	PARK7	1	Q99497	PARK7	1	1	1
NP_001119593	SLC25A19	0	Q9HC21	TPC	1	1	1
NP_001119594	SLC25A19	0	Q9HC21	TPC	1	1	1
NP_001119603	POLG	0	P54098	DPOG1	1	1	1
NP_001120686	ACSF3	1	Q4G176	ACSF3	1	1	1
NP_001120691	ACCS	0	Q96QU6	1A1L1	1	1	1
NP_001120701	AURKAIP1	0	Q9NWT8	AKIP	1	1	1
NP_001120702	AURKAIP1	0	Q9NWT8	AKIP	1	1	1
NP_001120712	BBC3	0	Q96PG8	BBC3B	1	1	1
NP_001120713	BBC3	0	Q96PG8	BBC3B	0.96875	0.96875	0.244274809160305
NP_001120714	BBC3	0	Q96PG8	BBC3B	0.96	0.96	0.742574257425743
NP_001120800	ACADM	1	P11310	ACADM	0.990588235294118	1	1
NP_001120865	ATP5MPL	0	P56378	ATP68	1	1	0.773333333333333
NP_001120920	ABAT	0	P80404	GABT	1	1	1
NP_001120930	CRLS1	1	Q9UJA2	CRLS1	1	1	0.985148514851485
NP_001121132	MFN2	1	O95140	MFN2	1	1	1
NP_001121164	PCCA	1	P05165	PCCA	0.964285714285714	1	1
NP_001121188	ETFA	1	P13804	ETFA	0.852852852852853	1	1
NP_001121773	LYRM1	1	O43325	LYRM1	1	1	1
NP_001121774	LYRM1	1	O43325	LYRM1	1	1	1
NP_001121895	MPV17L	0	Q2QL34	MP17L	1	1	1
NP_001121897	MUTYH	1	Q9UIF7	MUTYH	0.994535519125683	1	1
NP_001122098	SPIRE1	0	Q08AE8	SPIR1	1	1	1
NP_001122099	SPIRE1	0	Q08AE8	SPIR1	0.977987421383648	1	1
NP_001122103	DCAKD	1	Q8WVC6	DCAKD	1	1	1
NP_001122327	GTPBP3	0	Q969Y2	GTPB3	0.957317073170732	1	1
NP_001122387	CYP24A1	0	Q07973	CP24A	0.947845804988662	0.947845804988662	0.984375
NP_001122388	TOMM40	0	O96008	TOM40	1	1	1
NP_001122389	TOMM40	0	O96008	TOM40	1	1	1
NP_001123291	CYB5R3	0	P00387	NB5R3	1	1	1
NP_001123514	CRYZ	0	Q08257	QOR	1	1	1
NP_001123515	CRYZ	0	Q08257	QOR	0.896656534954407	1	1
NP_001123552	IFI27	1	P40305	IFI27	1	1	1
NP_001123561	KARS1	0	Q15046	SYK	0.996539792387543	0.996539792387543	0.9248
NP_001123882	ACAA1	0	P09110	THIK	0.761792452830189	0.97583081570997	1
NP_001123989	MPST	0	P25325	THTM	1	1	1
NP_001124318	AIFM1	1	O95831	AIFM1	1	1	1
NP_001124319	AIFM1	1	O95831	AIFM1	1	1	0.993827160493827
NP_001127703	NT5DC2	0	Q9H857	NT5D2	0.993801652892562	0.993801652892562	0.868940754039497
NP_001127956	TOMM5	0	Q8N4H5	TOM5	0.909090909090909	0.909090909090909	0.478260869565217
NP_001127957	TOMM5	0	Q8N4H5	TOM5	0.588235294117647	0.980392156862745	1
NP_001127965	TOMM6	0	Q96B49	TOM6	1	1	1
NP_001128142	HOGA1	1	Q86XE5	HOGA1	1	1	0.573170731707317
NP_001128179	SARDH	1	Q9UL12	SARDH	1	1	1
NP_001128231	CRYZ	0	Q08257	QOR	0.989473684210526	0.989473684210526	0.989583333333333
NP_001128496	PDHX	0	O00330	ODPX	1	1	0.921810699588477
NP_001128582	DNAJA3	0	Q96EY1	DNJA3	1	1	0.986754966887417
NP_001128633	COMT	1	P21964	COMT	1	1	1
NP_001128634	COMT	1	P21964	COMT	1	1	1
NP_001129142	MSRA	1	Q9UJ68	MSRA	0.829787234042553	1	1
NP_001129143	MSRA	1	Q9UJ68	MSRA	1	1	0.973958333333333
NP_001129166	VDAC3	1	Q9Y277	VDAC3	0.996478873239437	1	1
NP_001129293	FDPS	0	P14324	FPPS	1	1	1
NP_001129294	FDPS	0	P14324	FPPS	1	1	1
NP_001129335	ETFBKMT	0	Q8IXQ9	ETKMT	1	1	1
NP_001129336	ETFBKMT	0	Q8IXQ9	ETKMT	1	1	1
NP_001129470	NDUFB11	0	Q9NX14	NDUBB	1	1	1
NP_001129507	TRMT1	0	Q9NXH9	TRM1	1	1	1
NP_001129511	NIF3L1	0	Q9GZT8	NIF3L	1	1	1
NP_001129522	DHRS1	1	Q96LJ7	DHRS1	1	1	1
NP_001129524	CPT1C	1	Q8TCG5	CPT1C	0.986301369863014	1	1
NP_001129665	FASTKD2	0	Q9NYY8	FAKD2	1	1	1
NP_001129666	FASTKD2	0	Q9NYY8	FAKD2	1	1	1
NP_001129673	ISOC2	1	Q96AB3	ISOC2	1	1	1
NP_001129674	ISOC2	1	Q96AB3	ISOC2	0.878504672897196	0.930693069306931	0.748148148148148
NP_001129970	CISD3	1	P0C7P0	CISD3	1	1	1
NP_001130010	ACAD10	0	Q6JQN1	ACD10	0.971559633027523	1	1
NP_001132982	ECHDC1	0	Q9NTX5	ECHD1	1	1	1
NP_001135827	NIF3L1	0	Q9GZT8	NIF3L	1	1	1
NP_001135828	NIF3L1	0	Q9GZT8	NIF3L	0.995901639344262	0.995901639344262	0.856140350877193
NP_001135858	PDK3	1	Q15120	PDK3	1	1	0.978313253012048
NP_001135870	FAHD1	1	Q6P587	FAHD1	1	1	0.938053097345133
NP_001135877	PRELID3A	0	Q96N28	PLD3A	1	1	1
NP_001135936	ECSIT	1	Q9BQ95	ECSIT	1	1	0.898648648648649
NP_001135937	ECSIT	1	Q9BQ95	ECSIT	0.984210526315789	0.984210526315789	0.875576036866359
NP_001135938	GPT2	0	Q8TD30	ALAT2	1	1	1
NP_001135940	MTRES1	0	Q9P0P8	MRES1	1	1	1
NP_001135942	MTRES1	0	Q9P0P8	MRES1	1	1	0.979591836734694
NP_001136017	ADCK1	1	Q86TW2	ADCK1	0.909302325581395	0.933174224343675	0.920879120879121
NP_001136019	RPUSD3	0	Q6P087	RUSD3	0.957264957264957	1	1
NP_001136026	TRMT1	0	Q9NXH9	TRM1	0.955993930197269	1	1
NP_001136027	COQ8B	1	Q96D53	COQ8B	0.924632352941177	1	1
NP_001136075	DELE1	1	Q14154	DELE1	1	1	1
NP_001136116	SPHKAP	0	Q2M3C7	SPKAP	1	1	1
NP_001137146	MPC2	1	O95563	MPC2	1	1	1
NP_001137151	GSTK1	1	Q9Y2Q3	GSTK1	0.773049645390071	0.964601769911504	1
NP_001137152	GSTK1	1	Q9Y2Q3	GSTK1	0.946902654867257	1	1
NP_001137153	GSTK1	1	Q9Y2Q3	GSTK1	0.809734513274336	1	1
NP_001137252	SLC25A39	0	Q9BZJ4	S2539	1	1	1
NP_001137311	PDE2A	1	O00408	PDE2A	1	1	0.981798715203426
NP_001137377	C12orf65	0	Q9H3J6	MTRFR	1	1	1
NP_001137407	CROT	0	Q9UKG9	OCTC	0.95625	1	1
NP_001137408	C15orf61	0	A6NNL5	CO061	1	1	1
NP_001137456	PTPMT1	0	Q8WUK0	PTPM1	0.983050847457627	0.983050847457627	0.390728476821192
NP_001137468	OGDHL	1	Q9ULD0	OGDHL	0.940594059405941	0.996852046169989	1
NP_001137469	OGDHL	1	Q9ULD0	OGDHL	1	1	1
NP_001138299	RPUSD4	0	Q96CM3	RUSD4	0.917771883289125	1	1
NP_001138303	PHB2	1	Q99623	PHB2	1	1	1
NP_001138341	LIPT2	1	A6NK58	LIPT2	1	1	1
NP_001138372	MIEF2	0	Q96C03	MID49	1	1	0.502439024390244
NP_001138423	GLYCTK	0	Q8IVS8	GLCTK	1	1	0.760683760683761
NP_001138450	MTHFD2L	0	Q9H903	MTD2L	1	1	1
NP_001138606	CPT1B	1	Q92523	CPT1B	0.955958549222798	1	1
NP_001138607	CPT1B	1	Q92523	CPT1B	1	1	1
NP_001138608	CPT1B	1	Q92523	CPT1B	1	1	0.513748191027496
